,unique.code,S_C,S_SC,S_L,S_S,longitude,latitude,year,season,Argentina.sialis,Aristostomias.scintillans,Bathophilus.flemingi,Bathylagoides.wesethi,Bathylagus.pacificus,Brosmophycis.marginata,Ceratoscopelus.townsendi,Chauliodus.macouni,Chromis.punctipinnis,Cololabis.saira,Diogenichthys.atlanticus,Diogenichthys.laternatus,Electrona.risso,Embassichthys.bathybius,Engraulis.mordax,Girella.nigricans,Glyptocephalus.zachirus,Hemilepidotus.spinosus,Hippoglossina.stomata,Hypsypops.rubicundus,Icichthys.lockingtoni,Idiacanthus.antrostomus,Lampadena.urophaos,Leuroglossus.stilbius,Lipolagus.ochotensis,Loweina.rara,Lyopsetta.exilis,Medialuna.californiensis,Merluccius.productus,Microstoma,Microstomus.pacificus,Nansenia.candida,Nansenia.crassa,Notolychnus.valdiviae,Notoscopelus.resplendens,Ophiodon.elongatus,Oxylebius.pictus,Paralichthys.californicus,Parophrys.vetulus,Peprilus.simillimus,Pleuronichthys.coenosus,Pleuronichthys.decurrens,Pleuronichthys.verticalis,Protomyctophum.crockeri,Psettichthys.melanostictus,Pseudobathylagus.milleri,Sardinops.sagax,Scomber.japonicus,Scorpaenichthys.marmoratus,Sebastes.aurora,Sebastes.diploproa,Sebastes.goodei,Sebastes.jordani,Sebastes.levis,Sebastes.paucispinis,Seriola.lalandi,Sphyraena.argentea,Stenobrachius.leucopsarus,Stomias.atriventer,Symbolophorus.californiensis,Symbolophorus.evermanni,Symphurus.atricaudus,Tactostoma.macropus,Tarletonbeania.crenularis,Tetragonurus.cuvieri,Trachurus.symmetricus,Triphoturus.mexicanus,Zoarcoidei,Anguilliformes1,Gonostomatidae1,Sternoptychidae1,Vinciguerria1,Scopelarchidae1,Paralepididae1,Myctophum1,Diaphus1,Nannobrachium1,Hygophum1,Macrouridae1,Ophidiiformes1,Lampridiformes1,Melamphaidae1,Syngnathus1,Sebastes1,Scorpaena1,Sebastolobus1,Cottidae1,Agonidae1,Cyclopteridae1,Paralabrax1,Sciaenidae1,Labridae1,Chiasmodon1,Clinidae1,Hypsoblennius1,Gobiidae1,Citharichthys1,Pleuronichthys1,Gempylidae1
8364,83.3 40.6 8505 JD,8505,JD,83.3,40.6,-119.41,34.225,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.68,0,0,0,56.04,0,0,0,597.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34,0,0
8365,83.3 42 8505 JD,8505,JD,83.3,42,-119.51,34.175,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.12146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.24291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.60729,0,0,0,0,0,0,0,0,0,0,0,0,30.36437,0,0
8366,83.3 51 8505 JD,8505,JD,83.3,51,-120.1333,33.87833,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.41107,0,0,0,0,0,0,0,0,0,0,0,0,0,11.20553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.41107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.02767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8367,83.3 55 8505 JD,8505,JD,83.3,55,-120.4117,33.74333,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.30328,0,0,0,0,0,0,0,0,54.30328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.72131,0,0,0,0,0,0,0,0,0,0,0,0,0,21.72131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8368,83.3 60 8505 JD,8505,JD,83.3,60,-120.7533,33.57833,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.45098,0,0,0,0,0,0,0,0,21.45098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.72549,0,0,0,0,0,0,0,0,0,0,0,0,0,10.72549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8369,83.3 70 8505 JD,8505,JD,83.3,70,-121.4483,33.24,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.92,10.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.76,0,10.92,0,0,0,10.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8370,86.7 33 8505 JD,8505,JD,86.7,33,-118.49,33.89,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.90535,0,0,0,10.90535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8107,0,0,0,0,0,0,0,0,0,0,0,0
8371,86.7 35 8505 JD,8505,JD,86.7,35,-118.6317,33.82333,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.79612,0,0,0,0,0,0,0,0,68.15534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.71845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8372,86.7 40 8505 JD,8505,JD,86.7,40,-118.975,33.655,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.9606,0,0,0,0,0,0,0,0,53.74016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.48819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.98425,0,0,0,0,0,0,10.74803,0,0,0,0,0,0,0,0
8373,86.7 45 8505 JD,8505,JD,86.7,45,-119.3183,33.49,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8374,86.7 50 8505 JD,8505,JD,86.7,50,-119.6633,33.32333,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.704142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.92899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.0533,0,0,9.704142,0,0,0,0,0,0,0,0,0,0,0,0
8375,86.7 55 8505 JD,8505,JD,86.7,55,-120.0067,33.15667,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.63223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.21074,0,0,0,0,0,0,0,0,0,36.63223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8376,86.7 60 8505 JD,8505,JD,86.7,60,-120.3517,32.99,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.93684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.90526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.96842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8377,86.7 70 8505 JD,8505,JD,86.7,70,-121.035,32.65667,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.54459,0,0,0,0,0,0,0,0,9.848197,29.54459,0,0,0,9.848197,0,0,19.69639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.39279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.08918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8378,90 28 8505 JD,8505,JD,90,28,-117.77,33.485,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.70796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.34513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0177,0,0,0
8379,90 30 8505 JD,8505,JD,90,30,-117.9067,33.42,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.29774,0,0,0,0,0,0,0,0,32.64887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.53183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8380,90 35 8505 JD,8505,JD,90,35,-118.25,33.25167,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.35019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8381,90 37 8505 JD,8505,JD,90,37,-118.3883,33.18667,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8382,90 45 8505 JD,8505,JD,90,45,-118.9333,32.91833,1985,spring,10.78471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.56942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.78471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8383,90 53 8505 JD,8505,JD,90,53,-119.4817,32.65167,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.21869,20.43738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.87475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.9364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8384,90 60 8505 JD,8505,JD,90,60,-119.9617,32.42,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.18762,0,0,0,0,0,0,0,0,9.883946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.76789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.883946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8385,90 70 8505 JD,8505,JD,90,70,-120.6383,32.08333,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.06977,0,0,0,0,0,0,0,0,19.37984,9.689922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.689922,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2093,0,38.75969,0,0,0,0,0,0,0,0,0,9.689922,0,0,0,9.689922,0,0,87.2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8386,90 80 8505 JD,8505,JD,90,80,-121.3167,31.755,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0315,0,0,0,0,0,0,0,0,0,17.67717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.51575,0,0,0,0,0,0,0,0,0,0,0,0,0,44.19291,0,26.51575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.838583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8387,90 90 8505 JD,8505,JD,90,90,-121.9883,31.41833,1985,spring,0,0,10.42,62.52,0,0,0,0,0,0,10.42,0,0,0,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42,0,0,10.42,0,0,0,0,0,0,0,0,0,0,0,20.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.68,0,0,0,0,0,10.42,41.68,0,0,10.42,10.42,72.94,10.42,0,20.84,0,20.84,0,0,0,0,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8388,90 100 8505 JD,8505,JD,90,100,-122.6617,31.085,1985,spring,0,0,0,19.92,0,0,19.92,0,0,0,9.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.92,0,0,0,0,0,0,0,0,0,0,4.98,9.96,0,0,0,0,0,64.74,4.98,0,0,19.92,0,0,0,0,0,0,19.92,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8389,90 110 8505 JD,8505,JD,90,110,-123.33,30.74833,1985,spring,0,10.06,10.06,35.21,0,0,45.27,0,0,0,15.09,0,5.03,0,0,0,0,0,0,0,0,15.09,0,15.09,0,0,0,0,0,0,0,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.42,20.12,0,0,25.15,25.15,25.15,0,0,0,0,5.03,0,0,0,0,40.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8390,90 120 8505 JD,8505,JD,90,120,-123.9967,30.41667,1985,spring,0,0,0,25,0,0,100,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,55,0,30,5,5,0,0,20,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8391,93.3 26.7 8505 JD,8505,JD,93.3,26.7,-117.3033,32.95667,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8392,93.3 30 8505 JD,8505,JD,93.3,30,-117.5333,32.84667,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.0265,0,0,0,0,0,0,0,0,20.11342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.22684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8393,93.3 35 8505 JD,8505,JD,93.3,35,-117.8733,32.68,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.78947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.78947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8394,93.3 40 8505 JD,8505,JD,93.3,40,-118.2133,32.51167,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.06195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8395,93.3 45 8505 JD,8505,JD,93.3,45,-118.555,32.34667,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.23622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8396,93.3 50 8505 JD,8505,JD,93.3,50,-118.8917,32.17833,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.9959,0,0,0,0,0,0,0,0,0,0,0,0,0,10.63136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.89409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.15682,0,0,0,0,0,0,0,0,0,0,0,0,10.63136,0,0
8397,93.3 60 8505 JD,8505,JD,93.3,60,-119.5767,31.84667,1985,spring,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8398,93.3 70 8505 JD,8505,JD,93.3,70,-120.2467,31.51333,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.546392,0,0,0,0,0,0,0,0,9.546392,0,0,0,0,9.546392,9.546392,0,0,0,0,0,0,0,0,0,0,0,0,0,19.09278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.546392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8399,93.3 80 8505 JD,8505,JD,93.3,80,-120.9183,31.18,1985,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8400,93.3 90 8505 JD,8505,JD,93.3,90,-121.5933,30.84667,1985,spring,0,0,0,0,0,0,10.36017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.36017,0,20.72034,0,0,0,0,0,20.72034,0,0,0,31.08051,0,51.80085,0,0,0,41.44068,10.36017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8401,93.3 100 8505 JD,8505,JD,93.3,100,-122.26,30.49833,1985,spring,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.85,0,0,0,0,0,4.77,0,0,0,4.77,0,23.85,0,4.77,0,0,9.54,0,0,0,0,9.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,93.3 110 8505 JD,8505,JD,93.3,110,-122.9233,30.18,1985,spring,0,0,0,9.38,0,0,4.69,0,0,0,14.07,0,0,0,0,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69,0,0,0,0,0,14.07,0,0,0,0,9.38,89.11,0,0,0,0,4.69,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,93.3 120 8505 JD,8505,JD,93.3,120,-123.5867,29.84833,1985,spring,0,0,5.18,5.18,0,0,20.72,0,0,0,10.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,0,0,0,0,0,0,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.36,0,0,0,0,0,0,77.7,0,0,31.08,15.54,217.56,0,5.18,0,0,20.72,0,0,0,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,76.7 51 8508 NH,8508,NH,76.7,51,-120.92,35.02167,1985,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6962,0,0,0,0,0,0,10.6962,0,0,0,0,0,0,0,0,0,0,0,0,42.78481,0,0,0,0,0,0,0,0,0,0,0,0,10.6962,0,0
8405,76.7 55 8508 NH,8508,NH,76.7,55,-121.2,34.88833,1985,summer,0,0,0,0,0,0,0,11.05932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.05932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.05932,0,0,0,11.05932,0,0,0,0,0,0,0,0,0,0,0,11.05932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8406,76.7 60 8508 NH,8508,NH,76.7,60,-121.55,34.72333,1985,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.323467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.323467,0,0,0,0,0,0,0,0,18.64693,9.323467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.64693,0,0
8407,76.7 70 8508 NH,8508,NH,76.7,70,-122.25,34.39,1985,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51802,0,0,0,0,0,10.51802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03604,0,0
8408,76.7 80 8508 NH,8508,NH,76.7,80,-122.94,34.05333,1985,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.435028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.74011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.74011,0,0
8409,76.7 90 8508 NH,8508,NH,76.7,90,-123.635,33.72333,1985,summer,0,0,0,0,0,0,0,0,0,0,0,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.64,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8410,76.7 100 8508 NH,8508,NH,76.7,100,-124.3267,33.38833,1985,summer,0,0,0,4.86,0,0,53.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.58,0,0,0,0,0,0,0,0,0,34.02,0,4.86,0,14.58,0,9.72,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,80 51 8508 NH,8508,NH,80,51,-120.525,34.45,1985,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,18.6,0,0
8412,80 55 8508 NH,8508,NH,80,55,-120.8033,34.315,1985,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.81633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.93878,9.979592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.979592,0,0
8413,80 60 8508 NH,8508,NH,80,60,-121.15,34.15,1985,summer,0,0,0,0,0,0,8.66055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.98165,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66055,0,8.66055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.26606,8.66055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66055,0,0
8414,80 70 8508 NH,8508,NH,80,70,-121.8433,33.81833,1985,summer,0,0,0,10.02114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02114,0,0,0,0,0,0,0,0,0,0,0,290.6131,10.02114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02114,0,0
